accx,accy,accz,gyrx,gyry,gyrz
-9.071678,1.5816001,-3.1437687999999997,-0.6439916,0.13363986,0.035744343
-9.697398,2.048613,-3.6184912000000002,-0.91176,-0.0670381,0.037332594
-10.39888,1.6204339,-3.8222857000000006,-0.7754847,-0.17456783,-0.028117253999999998
-10.199251,1.187074,-3.9903296999999998,-0.6205693,-0.22780037,-0.08719665
-9.188707,1.6186911,-4.1857733999999995,-0.52529174,-0.2618692,-0.12447688
-9.753978,2.176559,-2.9066853999999998,-0.51729816,-0.27783898,-0.11222467
-11.993256,0.5636717,-1.0850618,-0.5071926999999999,-0.29222047,-0.0829555
-15.021892000000001,-0.38160703,0.9869187,-0.44596654,-0.33053046,-0.093060955
-15.759794,-2.5034826,2.7389474,-0.33843678,-0.37578684,-0.081873395
-9.777135000000001,0.64728683,-0.2527798,-0.22238985,-0.36301103,-0.10210176
-12.115253,1.9633794999999998,-1.1945151000000003,-0.19523253,-0.29167940000000003,-0.1425585
-11.815941,1.5869918,-1.665761,-0.15744615,-0.17510888,-0.13192944
-10.488814999999999,1.5641798,-1.3083258999999998,-0.044069562,-0.024452062000000004,-0.087214105
-8.9967785,0.50985,-1.317874,0.091664694,0.09211848,-0.021188296000000002
-7.5276957,-0.6585683000000001,-1.3236966000000001,0.21090558,0.06709046,0.022968533
-6.859838000000001,-0.8743049999999999,-1.0780133,0.26787314,0.10222393,-0.025987952999999998
-6.734334,-0.9644898000000001,-0.7120164000000001,0.31257102,0.2438225,-0.13351768
-6.936318400000001,-0.94614065,-0.8479305,0.14329153,0.36945128,-0.20111428
-7.38095,-0.59214354,-1.0527593000000002,-0.01956514,0.45888197,-0.17078047
-7.6197095,-0.18489942,-1.4568046000000001,-0.18140952,0.38489747,-0.10955431
-7.58622,-0.11773726,-1.7950383,-0.39325759999999993,0.21561797,-0.20165534
-8.013451,-0.58957696,-1.7125534,-0.37250564,0.19484855,-0.2500882
-8.759771,-1.1529326000000002,-1.7354994,-0.097825706,0.41577232,-0.08880235
-9.805099,-1.3106339,-2.1619353,0.29127800000000004,0.21507692,-0.084002696
-10.883697,-1.2417,-2.6889564999999997,0.45097563,-0.16179202,-0.10477211
-10.847314,-0.80034333,-3.5766404,0.256162,-0.13091715,-0.002024582
-10.321624,-0.006780379499999999,-5.1017375,0.21996385,-0.10110693,0.10814059999999999
-9.976974,0.07935342,-5.6369370000000005,0.3706032,-0.026040312000000003,0.09855874
-10.147096000000001,-0.19366218,-3.5837654999999997,0.5004906,0.08147197,0.053302355
-12.469185000000001,1.0213568000000002,-0.120859295,0.49677306,-0.03190462,0.03148574
-15.513038,3.8869767,2.3912424999999997,0.3599567,-0.15327482,0.04373795
-14.427411,2.5063365,2.6269278999999996,0.23752186,-0.20277235,0.072483525
-11.719914,-0.43371442,2.5226457000000004,0.23272221,-0.29167940000000003,0.06928957
-11.512364999999999,-1.4961271,0.6233352,0.28703684,-0.3076492,0.03042109
-12.327228,-1.3654898000000002,-0.9878285,0.28169614,-0.26932177,-0.0009773844000000001
-11.468839,-0.41462785,-1.0575763,0.24443336,-0.25387558,-0.022794
-9.797705,0.95041186,-0.016060303999999997,0.17523105,-0.16550957,-0.04195771400000001
-7.7296515,1.8683201,0.38333085,0.15447909,-0.07288495,-0.08667305
-6.948567,1.8224471999999998,-0.10427227,0.15180874,0.027698375,-0.12660618
-7.043329700000001,1.0859046,-1.1025394,0.07089528,0.13735741,-0.12819444
-6.8864613,0.48521850000000005,-1.2747113,0.0017104226999999999,0.26672122,-0.08346164
-6.4188066,0.7860164000000001,-1.2836848,-0.0025481808,0.3194127,-0.050474923
-6.266344,1.4285723,-1.1863078,-0.010000736,0.39341468,-0.064315386
-6.8950806,1.4906586000000002,-1.2966901000000002,-0.0903906,0.19804251,-0.028658306
-7.54683,1.5491059999999999,-1.7853371,-0.19896753,0.056985,0.13103932
-8.000033,1.6243988,-2.2575119,-0.14679964,-0.68399453,0.43285909999999994
-8.50067,1.4863491000000002,-2.3639772,0.09539969999999999,0.004276057,0.26518533
-8.957072,1.3846242,-2.1906466,0.18428932,0.39554396,0.03361504
-9.541995,1.4255938999999997,-2.7396946,-0.28733355,0.10702359,0.10388199999999999
-10.381556,1.8937656000000003,-3.4054646,-0.45661303,-0.15008086,0.15552629999999998
-11.037327000000001,1.8359888,-3.9611876000000006,-0.36718237,-0.24483478,0.09058259
-10.609858000000001,1.305156,-4.312589,-0.25167647,-0.111753434,-0.003630285
-9.278356,1.77373,-4.3131733,-0.11114257,-0.14795156,-0.07229154
-10.730554,1.828107,-2.5219657000000004,-0.07014478,-0.21128955,-0.09360201
-13.827923,-0.26194483,-0.14679329,0.005427974,-0.25973989999999997,-0.13191198
-17.702288,-2.0520992,2.695373,0.11508701,-0.34224162,-0.16013396
-10.117503999999998,-0.3425145,2.7773316,0.21996385,-0.4045324,-0.17290977
-9.05058,2.1472254,-0.19652565,0.29927159999999997,-0.35501742,-0.17556266
-12.174257,1.9191154,-1.1090996000000002,0.31630602,-0.27092746,-0.16173966
-11.895774000000001,1.5579071000000002,-1.4009911,0.30033624,-0.16870353,-0.109030716
-9.937823,1.0621923999999998,-0.39903679999999997,0.25136232,-0.04946263,-0.032375857
-8.833953,-0.31911835,0.024028208,0.18161896,-0.013805554,0.04373795
-8.282789,-1.1084867,-0.09945514,0.107634455,-0.12079424,0.11932816
-7.6396484,-1.1285691999999998,-0.44643244,0.06771877400000001,-0.11121238,0.15498523
-7.3645744,-1.2412404,-0.42108262,0.061854467,0.19058995,0.11667526
-7.638499700000001,-1.1392281000000002,-0.53248006,0.06930702,0.3588048,0.060772362999999996
-7.436304,-0.83792275,-0.83785564,0.06398377,0.50626767,0.07620107400000001
-7.3821955,-0.647938,-1.2046665,0.16032594,0.6398726,0.09642944
-7.6516385,-0.33356017,-1.5313601000000001,0.23059290000000002,0.550983,0.022444934
-7.9731803,0.045987825999999996,-1.9521267,-0.049916416,0.28693214,-0.21762510000000002
-8.319707000000001,0.29431440000000003,-2.2445927000000006,-0.10901327,0.17355554,-0.13990559
-8.973400999999999,0.09119035,-2.385822,0.20984094,0.23211133,-0.00095993106
-9.783942999999999,-0.5662383000000001,-2.3995073,0.48930305,0.09796533,-0.107966065
-10.426222000000001,-0.69557303,-2.6060886,0.48026225,-0.18041469,-0.153205
-10.175444,0.75084084,-3.4715733999999996,0.35676274,-0.22460642,-0.04621632
-9.7943735,0.7861888000000001,-4.2760057,0.30726522,-0.19638444,0.079395026
-9.444331,-0.5097447,-4.239279,0.25455627,0.014398966000000001,0.11772246
-10.183228999999999,-0.6283343000000001,-2.0234644,0.16779596,0.10489429,0.11826351
-12.781972999999999,0.80075514,1.2543606,0.10711086,0.015463616999999999,0.11081095
-15.923654,3.7560523,2.0943327000000003,0.0373675,-0.084596105,0.11826351
-14.469454,0.8537053,2.1964982,-0.02490585,-0.14475761,0.12571606
-11.805703,-1.6201276000000002,1.7446356,-0.07492699,-0.20437805,0.110269904
-12.14705,-0.8767853999999999,0.18283083,-0.07812094,-0.18521434,0.08473573599999999
-11.99495,0.059778425999999996,-1.0818056999999999,-0.06375687599999999,-0.1303761,0.040002946
-11.349388000000001,0.46346956,-1.0355018,-0.060021874,-0.02232276,-0.016406095
-9.529584,1.6918865,-0.6818974,-0.04246386,0.06921976,-0.06270968
-7.700260000000001,2.0286261999999997,-0.834341,0.014486233000000001,0.15332717,-0.117006876
-7.0185637000000005,1.7502955000000002,-0.8490222,-0.009459685,0.23158774,-0.1564164
-6.8003564,1.354582,-0.86797476,-0.06375687599999999,0.36147514,-0.11967722
-6.4834312999999995,1.1233785,-0.9721129000000001,-0.025970499999999997,0.41364303,-0.061662484000000004
-6.3728,1.3962888999999998,-1.0637534,-0.034487706,0.4684638,-0.06750934
-6.675935000000001,1.3524941000000001,-1.1715786,-0.09943141,0.38702676,-0.07496189
