accx,accy,accz,gyrx,gyry,gyrz
-7.3553705,-1.2391908999999999,-2.0188962999999998,-0.42755329999999997,-0.56965804,0.05255186
-7.9299789999999994,-0.77650666,-2.7966957000000003,-0.3477045,-0.107058495,0.02432989
-9.040419,0.33465195,-2.241059,-0.2907544,0.59239966,-0.045378562000000004
-10.1108,1.6729243999999999,-1.1290864,-0.26572640000000003,0.37521088,-0.06295402
-11.137607000000001,1.3582785,-1.8884984,-0.28541368,0.08988445,-0.013962634
-11.976554,-1.1834252,-3.156707,-0.43341762,-0.076183625,0.059463367
-11.749009,-1.9219118000000002,-4.728089,-0.5814041,-0.25078636,0.0993965
-11.375638,0.19522321,-3.9922546999999997,-0.6101321999999999,-0.43231806,0.13400638
-12.605682,0.76647013,-0.81411475,-0.47972120000000007,-0.42964769999999997,0.16060519
-14.507675,-1.6138451999999999,1.8464180000000001,-0.28756043,-0.34554029999999997,0.15315264
-16.144295,-3.7013687999999996,3.5798870000000003,-0.13636257,-0.29604274,0.11430161400000001
-11.281249,-2.3100982000000005,3.1130655,-0.05279621,-0.33969343,0.07225663
-10.251407,-0.20990445,1.9565895,-0.01712168,-0.37747982,0.040317107000000005
-11.691241,0.7569412,0.32106245,-0.013404128999999999,-0.33063516,0.040840704
-11.150812,0.35459086,-0.93573064,-0.03309144,-0.11398745,0.06691592
-10.573475,-0.5865411,-1.3036523000000002,-0.14648548,0.0132295955,0.07969173
-10.0274725,-1.0980575000000001,-1.4511638999999998,-0.27584928,0.03291691,0.07171558
-8.787094,-1.2145115,-1.0930010000000001,-0.30085987,0.07443829,0.062674776
-7.440125500000001,-1.5476024,-0.39486134,-0.17842501,-0.027209682000000002,0.09087929
-6.293734,-1.4992491000000001,0.0064164605,0.01584759,0.03132866,0.11482521
-5.976962,-1.4199148000000001,0.11251791,0.058451075,0.27672195,0.116430916
-6.1642364999999995,-1.6388886000000003,-0.057930104,-0.08740609,0.5625894,0.14091788
-6.5388427,-1.8839111000000002,-0.43430820000000003,-0.044802602000000004,0.39330995,0.16966346
-6.948337599999999,-1.6183655000000001,-0.89888865,0.07389724,0.12075933,0.11377801
-7.347144,-1.0282905,-1.7719296000000002,-0.1619142,0.041434117,0.03286455
-7.8321423999999995,-0.38122395,-2.6303275,-0.43127087,0.24000022,0.043493606
-8.360457,-0.36572868,-2.8199098,-0.2247286,0.44280749999999997,0.09833185
-9.355411,-1.0154288,-3.2000325000000003,0.011588986,0.11170107,-0.020367993
-10.960033000000001,-2.2638807,-2.5234885,0.20802579999999998,-0.053825952,-0.14919074
-11.473752000000001,-2.6824060000000003,-2.7499037,0.21069615,-0.042114794000000004,-0.18113028
-11.145391,-1.9985073,-4.6445694,0.1414764,0.00842994,-0.14013249
-11.275944,-0.98495543,-5.179204,0.08346164,-0.028815385,-0.11564551
-11.599888,-1.2884731000000003,-2.0908468,0.025970499999999997,-0.016563175,-0.12096877
-13.463870000000002,0.2975993,2.9857419,-0.02883284,-0.03679154,-0.13693853
-13.861517999999998,2.7082443,3.2055488,-0.09697049,-0.056496307,-0.13693853
-12.957208999999999,-0.23401885,3.4239767,-0.13903293,-0.09908234,-0.15610225
-12.847114999999999,-3.713943,2.44426,-0.19865337,-0.09588839,-0.16887806
-14.568076000000001,-3.2925348,2.3879576,-0.28701940000000004,-0.07246607,-0.17900097
-13.450999,-1.4852287,1.6803273999999997,-0.36632717,0.00577704,-0.1662077
-12.117992999999998,-1.0039654,0.58594733,-0.36793286,0.07391469,-0.18006562
-11.073891999999999,-0.42177215,-0.5887246,-0.24656266,0.16280429999999999,-0.18963002
-9.18614,0.11886732,-1.0328299,-0.07941248,0.2123193,-0.22369885
-7.542578,0.20126617,-0.8923476999999999,0.045134213,0.21497220000000003,-0.25459117
-6.629276299999999,0.27789020000000003,-0.81275487,0.0903906,0.23839453,-0.23966861
-6.0242043,0.37195359999999994,-0.51988655,0.1579872,0.31133184,-0.17739527
-5.5000844,-0.10043198,-0.31372663,0.15105824,0.23520057,-0.11725122
-5.274589499999999,-0.05690539,-0.40129694,0.072815135,0.2671401,-0.06721263
-5.779967,0.2710715,-0.5685846,0.06482153,0.29962066,-0.06721263
-6.4796963,0.36411977,-0.7964264,0.045675267,0.23467697,-0.11032226
-7.1716875999999985,0.021298817999999997,-0.83200425,-0.0075398222999999995,0.26820475,-0.110845864
-7.6535254,-0.9739325000000001,-1.3352559,-0.048537605,-0.07459537,-0.07305948400000001
-7.519067,-1.2472736999999998,-1.9785109,-0.32108822,-0.5334599,0.03817035
-7.703344,-0.62302876,-2.4694562,-0.4531049,-1.1653215000000001,0.13718288
-8.325491,0.7405074,-2.2197313,-0.21942279,-0.65376544,0.097267196
-9.555996,1.2607483,-1.9784437,-0.036285397000000004,0.07017968599999999,-0.102869704
-11.563879,0.23512976,-2.5851824,0.10262536,0.5641776999999999,-0.18964748
-12.601133,-1.3814065,-3.439338,0.18566813,0.48806387,-0.11671016
-11.23212,-1.3102987,-4.707929599999999,0.12604767,0.05953318,0.0041015237
-9.880697999999999,0.8096999,-4.546263,-0.05120796,-0.42858306,0.07810348
-10.605375,1.7715752,-1.8975773,-0.10869910599999999,-0.587216,0.13346533
-10.899958,0.7992706999999999,-0.35352784,0.04194026,-0.57763416,0.1712517
-13.755073000000001,-2.1276505,2.7833552000000004,0.22877775,-0.39557886,0.18296286
-15.047939999999999,-6.0026946,4.437864,0.37252307,-0.26942647,0.16594589999999998
-13.342599,-3.9692035000000003,4.643008,0.46460664,-0.24865706,0.12068952
-11.486432,-0.44342533,2.5385432,0.49654618,-0.21832323,0.076515235
-10.813757,1.1412010000000001,0.066386424,0.40924479999999996,-0.18957767,0.071174525
-11.269631,0.11076535,-1.1062936,0.2149373,-0.09321803599999999,0.09194394
-11.028075999999999,-1.4497563,-2.0967462,0.0009424778,-0.05169665,0.10204939999999998
-9.855156,-2.0332997,-2.3175297,-0.12625712,0.051557027000000005,0.09885545
-8.748747999999999,-2.2107964,-1.3859267,-0.11826351,0.14257595,0.09780825
-7.338621000000001,-1.9457006000000001,-0.15687767,0.021170842999999998,0.11276572,0.11004301
-6.643766,-1.1953194999999999,0.2104599,0.07068583,0.2580993,0.105243355
-6.7582759999999995,-0.9153033000000002,0.14767437,-0.036826447000000005,0.42044982,0.11803662
-6.666328999999999,-1.1325723,-0.28915253,-0.028309241000000002,0.35231215,0.19415042
-6.745318400000001,-1.5376617,-0.85017145,0.21121974,0.22668336,0.25055948
-7.0942397,-1.5866758,-1.6262662,0.5146452,0.16228071,0.16592845
-7.40563,-0.8244385000000001,-2.391003,0.28468066,-0.13580407,0.054681167
-7.606273700000001,-0.23341551,-2.5468848,-0.13105677,-0.2624975,-0.002268928
-8.081225,-0.28939193,-2.6941377999999996,-0.11986921,0.37095228,0.16114625
-9.014907000000001,-0.8830103000000001,-2.77985,0.07546803,0.23626523,0.06319837
-10.520745,-1.5189103000000002,-2.1435957,0.23783602,0.06859144,-0.093811445
-11.121163000000001,-1.4642937,-3.4663062000000004,0.32354912,0.10372492,-0.16941911
-11.59601,-1.1689451000000002,-4.5739017,0.3464304,0.1452463,-0.13215633
-11.293277999999999,-0.70967966,-4.437337,0.37358773,-0.02401573,-0.110845864
-10.571636,-1.6579273,-2.4700406000000004,0.32939598,-0.038920842000000004,-0.10819296
-11.733158999999999,-0.80771744,3.1426387000000005,0.2617994,-0.09375909,-0.12096877
-14.029620000000001,2.3272597999999998,3.4132888,0.18407987,-0.14699163,-0.150779
-14.130234,0.66916025,4.7600083,0.13191198,-0.19703022,-0.17207201
-13.454647,-3.1199417,2.9659847999999998,0.047804568,-0.22310543,-0.16303120000000001
-15.159894,-3.2257655,1.9375125,-0.091106184,-0.10758209,-0.12681562
-13.290845999999998,-2.3642359,0.76778215,-0.19120082,-0.0027227136,-0.09807005
-11.807053999999999,-1.5620538,0.3196355,-0.19652407,0.10531317,-0.09115855
-11.157392,-0.49110820000000005,-0.9701784,-0.05333726,0.18889698,-0.13535029
-9.140047000000001,0.37467340000000005,-1.4129428999999998,0.11220722,0.05953318,-0.19549432
-7.452297,0.75975686,-1.0949738000000002,0.18620917,-0.08044223,-0.2242399
-6.4329805,0.37952885,-0.6394051,0.15479325,0.11170107,-0.19123572
-5.650852700000001,0.21020134,-0.23112665,0.11168362,0.32888985,-0.13000958
-5.3179812,-0.12538913,-0.193576,0.015323991,0.41725585,-0.054436818
-5.0543227,-0.17299543,-0.31950143,-0.019250982,0.4657062,-0.013439035
-5.669412,0.26447308,-0.5709405,0.032358404,0.19687314,-0.05708972
-6.339281,0.500436,-0.7182605,0.15905185,-0.039461896,-0.043249257
-6.878445599999999,-0.060573302,-0.9920230999999999,0.16702801,-0.42060688,-0.0054628807
-7.389684700000001,-1.0168366,-1.3490657,-0.07675958,-0.5967979,0.080232784
-7.9549747,-0.86785024,-1.7967047999999999,-0.07782423,-0.19383627,0.0344528
-8.698891999999999,0.44766784,-1.9858179,0.055780724000000004,0.53490853,-0.034191
-9.024080999999999,1.5779226,-2.2178736,0.036075957,0.39330995,-0.040055305
