accx,accy,accz,gyrx,gyry,gyrz
15.083182999999998,-8.36716,0.7530914000000001,0.1328021,-0.87646943,-1.9607902
15.655933,-9.175711,-0.41569090000000003,-0.15357152,-0.8860513000000001,-2.5963867
15.757821,-9.777738000000001,-1.2460383,-0.6119124,-0.6151064,-3.1425526
15.590264999999999,-11.026582000000001,-1.1767023,-0.99303997,-0.1865757,-3.6125872
14.654085,-12.03932,-0.20761559999999998,-1.0814059999999999,0.21265091,-3.9410407999999997
13.371960999999999,-12.17918,0.90311205,-0.95418894,0.520335,-4.1954923
12.201772,-11.840276,1.4869525,-0.7332826,0.77956873,-4.390323
11.014984,-11.173318,1.7710198,-0.41015238,1.0191152,-4.51117
9.606294,-10.7578,1.9389968999999998,0.014084807,1.1191924,-4.4701724
7.859790299999999,-10.402616,2.0824096,0.5256408,0.9392664000000001,-4.2891817
6.2757297,-9.912599,1.9656109,0.9834581,0.5139471,-4.0208892999999994
5.089757,-9.595999,1.3947566,1.3028533000000002,-0.040718533,-3.6802013
3.936173,-8.956373,0.674801,1.4093183999999999,-0.5906020000000001,-3.2729635
3.07653,-8.372819999999999,-0.03838384,1.2932715,-0.8754048000000001,-2.8220928
2.5962722,-7.5899167,-0.4120134,1.0510547,-0.9068207,-2.438295
2.6709330000000002,-7.139835000000001,-0.5065460999999999,0.77478653,-0.79929096,-2.0677962
2.7438126,-7.333066499999999,-0.5550046999999999,0.4452684,-0.6060481,-1.6366127000000001
2.556969,-7.606609,-0.9819195,0.024207717000000004,-0.35107297,-1.129839
2.2823637000000003,-8.086866,-1.3176728000000002,-0.45540875,-0.062011547,-0.5511924
1.9347736,-8.263712,-1.4532517,-0.9994453000000001,0.24884905,0.052447144
1.5078778,-8.296292,-1.2575114,-1.4098595,0.5102295,0.70401347
1.1743368,-8.070087,-0.0072304890000000005,-1.4769325,0.6800326,1.3534503999999998
1.494001,-8.323481,1.5403336,-1.2570734,0.70771354,1.9571075
1.878481,-8.349903,2.5767548,-0.7971617,0.6081774,2.5916392999999998
2.771729,-9.011957,2.9503939999999997,-0.3100752,0.40428805,3.1042776
4.6878567,-9.716733,2.1983080000000004,0.03218387,0.14079571,3.3805456
